Price,Floors,Area,Road_Width,City_Bhaktapur,City_Kathmandu,City_Lalitpur,Road_Type_Blacktopped,Road_Type_Gravelled,Road_Type_Soil Stabilized
-0.48078240894848684,3.0,3.5,13.0,0,1,0,0,1,0
1.242670002643043,3.0,8.0,15.0,0,1,0,1,0,0
1.8820152521044171,3.0,9.0,20.0,0,1,0,1,0,0
0.21415807959648492,3.0,3.75,13.0,0,1,0,1,0,0
0.07516998188749055,3.0,4.75,13.0,0,1,0,1,0,0
-0.6475681261992801,2.5,3.5,20.0,0,0,1,0,1,0
-0.7865562239082744,2.5,3.5,13.0,0,0,1,0,1,0
-0.9255443216172687,2.5,3.5,20.0,0,0,1,1,0,0
-0.8977467020754699,2.5,3.125,16.0,0,0,1,0,1,0
-0.8977467020754699,2.5,3.125,13.0,0,0,1,0,1,0
-0.6475681261992801,2.75,3.25,20.0,0,1,0,1,0,0
-0.6475681261992801,2.5,6.0,11.0,0,1,0,0,1,0
-0.8143538434500733,2.75,3.5,0.0,0,0,1,0,0,1
-0.6475681261992801,2.5,2.75,13.0,0,1,0,1,0,0
-0.8977467020754699,3.0,3.1,15.0,0,1,0,0,0,1
-0.8699490825336711,2.0,3.125,0.0,0,0,1,0,0,1
0.019574742803892813,2.75,6.0,14.0,0,1,0,0,0,1
-0.4085085981398098,2.75,4.0,13.0,0,1,0,0,0,1
0.18636046005468604,2.75,5.25,13.0,0,1,0,0,0,1
-0.9255443216172687,2.5,3.375,13.0,0,0,1,0,1,0
-0.9255443216172687,2.5,3.0,13.0,0,0,1,0,1,0
-0.9811395607008665,2.75,3.0,12.0,0,1,0,1,0,0
-0.6475681261992801,3.0,3.75,13.0,0,0,1,1,0,0
-1.2313181365770565,1.0,4.0,13.0,0,1,0,1,0,0
-0.7754371760915549,3.0,3.5,13.0,0,0,1,0,0,1
-0.2584014526140959,3.0,4.0,20.0,0,1,0,0,1,0
0.6311223727234679,3.0,8.5,13.0,0,1,0,0,1,0
0.13076522097108828,3.0,7.0,30.0,0,1,0,0,0,1
0.10296760142928943,3.0,5.5,13.0,0,1,0,0,1,0
-0.5308181241237249,3.0,2.75,13.0,0,1,0,1,0,0
0.35314617730547926,3.0,7.5,20.0,0,1,0,1,0,0
-0.7587586043664756,3.0,3.0,20.0,0,0,1,1,0,0
-0.8699490825336711,3.0,3.1,13.0,0,0,1,1,0,0
0.07516998188749055,3.0,6.5,12.0,0,0,1,0,1,0
-0.9255443216172687,2.75,3.0,12.0,0,1,0,0,0,1
-0.42518716986488914,2.5,3.5,13.0,0,1,0,1,0,0
-0.45298478940668796,3.0,3.5,13.0,0,1,0,1,0,0
1.909812871646216,3.0,12.0,15.0,0,1,0,1,0,0
-0.675365745741079,3.0,3.5,20.0,0,1,0,0,1,0
-0.8588300347169515,3.0,3.0,13.0,0,1,0,0,1,0
2.576955740649389,3.0,21.0,14.0,0,1,0,1,0,0
-0.7643181282748354,3.0,3.1,12.0,0,1,0,1,0,0
2.1321938279806067,3.0,17.0,15.0,0,1,0,1,0,0
1.465050958977434,3.0,6.0,13.0,0,1,0,1,0,0
1.3260628612684398,3.0,12.0,15.0,0,1,0,1,0,0
1.7986223934790204,3.0,14.0,20.0,0,1,0,1,0,0
-0.20836573743885792,3.0,4.0,13.0,0,1,0,1,0,0
-0.20836573743885792,3.0,4.0,13.0,0,1,0,1,0,0
-0.008222876737906058,3.0,5.0,20.0,0,1,0,1,0,0
0.21415807959648492,2.75,4.75,16.0,0,0,1,0,1,0
-0.5919728871156823,3.0,5.25,20.0,0,1,0,0,0,1
-0.725401460916317,3.0,3.1,13.0,0,1,0,0,0,1
-0.42518716986488914,3.0,4.0,26.0,0,1,0,1,0,0
1.7430271543954228,2.75,8.0,20.0,0,1,0,1,0,0
0.6311223727234679,3.0,7.0,15.0,0,1,0,1,0,0
-0.28619907215589474,3.0,4.0,16.0,0,1,0,1,0,0
0.35314617730547926,2.5,5.0,13.0,0,1,0,1,0,0
-0.8143538434500733,2.75,4.0,0.0,0,0,1,0,0,1
-1.2591157561188553,1.0,2.75,13.0,0,0,1,0,0,1
-0.8032347956333538,3.0,3.0625,20.0,0,0,1,1,0,0
0.13076522097108828,3.0,5.5,13.0,0,1,0,1,0,0
-0.7309609848246766,2.75,4.0,15.0,0,1,0,0,1,0
-0.8699490825336711,3.0,3.1,13.0,0,1,0,0,1,0
2.1321938279806067,3.0,13.0,15.0,0,1,0,1,0,0
-0.5919728871156823,3.0,4.0,13.0,0,1,0,1,0,0
-0.7643181282748354,3.0,3.1,13.0,0,1,0,1,0,0
0.35314617730547926,4.0,4.0,14.0,0,1,0,1,0,0
-0.675365745741079,3.0,3.5,13.0,0,1,0,0,1,0
